"Kind","Key","Count","Branches"
"same_file_set","743606e69804c2a2363be97ac960ff169bb599ddb8f729de6967afdc108f5b2b","2","rescue/no-perder-nada-20260615-171019/stash/14;rescue/no-perder-nada-20260615-180121/stash/14"
"same_file_set","e3b41cde8022fe04cb9f9de7a0145ee1350405a6ed0be35745ee6be048b65cd5","2","rescue/no-perder-nada-20260615-171019/stash/26;rescue/no-perder-nada-20260615-180121/stash/26"
"same_file_set","afb7f7c6652b692f0f99c4625c5b1f36f8b678ae8ec2526da5e32a2c6291825b","3","codex/final-rc-scope-cutover;rescue/no-perder-nada-20260615-171019/worktree-head/005-C-/tmp/S_Hospital_final_rc;rescue/no-perder-nada-20260615-180121/worktree-head/005-"
"same_file_set","163b504e3e064ba76400e55f0cb63ab51bbf2e26594cd29c41fed4d100344988","2","rescue/no-perder-nada-20260615-171019/stash/33;rescue/no-perder-nada-20260615-180121/stash/33"
"same_file_set","6ac2b5de7b6a0e376210d2301bd5d1db42e13f24afc86f8c8b2aa3f43818b55a","2","rescue/no-perder-nada-20260615-171019/stash/22;rescue/no-perder-nada-20260615-180121/stash/22"
"same_file_set","5f6f3b71c56082b6bf2b7a2ad1e6a6b826c3f926bc085094ecf05eb055741db2","2","rescue/no-perder-nada-20260615-171019/stash/10;rescue/no-perder-nada-20260615-180121/stash/10"
"same_file_set","ce534da91970e3077fab00745cd458cfed256d728ae0327bc4387d69876d2afc","2","rescue/no-perder-nada-20260615-171019/stash/11;rescue/no-perder-nada-20260615-180121/stash/11"
"same_file_set","6b3cffa46494d511031e0e59be8d07d206dbb5825ee9722c8962a846955da7b0","2","rescue/no-perder-nada-20260615-171019/stash/13;rescue/no-perder-nada-20260615-180121/stash/13"
"same_file_set","c4e8662b622808b49de9acedb229e7ea545a9239b76931f223d86c167842c513","2","rescue/no-perder-nada-20260615-171019/stash/12;rescue/no-perder-nada-20260615-180121/stash/12"
"same_file_set","3190c6bb48134b20fe5228d1f6abdb08dabe251fd4d97bc86a90442c050fbe6c","2","rescue/no-perder-nada-20260615-171019/stash/30;rescue/no-perder-nada-20260615-180121/stash/30"
